SITE2021,Site2021_2,Occupancy,HighestSig,LastSurvey,Site2021NA,SITE2021_3,Site2021_1,Occupancy2021,HighestS_1,LastSurv_1,Site2021_4,Shape_Leng,Shape_Area,TalID,ShapeInd,JulyMax,JanMin,PrcpAnn,PrcpSeas,AET,PET,CWD,HeatLoad,Elev,Slope,Rugged,TPI990m,PTalus
152,152,UNOCCUPIED,PU,2015,Site2021_152,152,152,UNOCCUPIED,PU,2015,Site2021_152,30,50,144150,1.060660172,26.27000046,-7.28000021,302.4119873,0.402898014,309.4570007,520.2789917,210.8220062,1.009629965,1932,18.1583004,0.000125051,9.049559593,0.0176511
206,206,UNOCCUPIED,OH,2015,Site2021_206,206,206,UNOCCUPIED,OH,2015,Site2021_206,30,50,174228,1.060660172,27.19000053,-7.050000191,283.0700073,0.390781999,322.2330017,461.2449951,138.996994,0.856079996,1855,14.12950039,9.63211E-05,1.014649987,0.00848463
276,276,UNOCCUPIED,OS,2021,Site2021_276,276,276,UNOCCUPIED,OS,2021,Site2021_276,30,50,53142,1.060660172,26.60000038,-7.21999979,401.5150146,0.481460989,314.8469849,480.2449951,156.7779999,0.93293798,1996,14.05500031,2.28882E-05,10.01749992,0.0175753
339,339,UNOCCUPIED,OH,2021,Site2021_339,339,339,UNOCCUPIED,OH,2021,Site2021_339,30,50,116014,1.060660172,26.77000046,-7.820000172,334.493988,0.414638013,277.848999,483.4219971,164.6679993,0.909420013,1939,18.99340057,7.08699E-05,-8.673100472,0.00558067
418,418,UNOCCUPIED,PU,2015,Site2021_418,418,418,UNOCCUPIED,PU,2015,Site2021_418,30,50,200902,1.060660172,25.86000061,-7.619999886,345.946991,0.407061994,296.5820007,479.9330139,183.3509979,0.92117101,2108,15.50339985,0.000712395,73.16529846,0.0047221
172,172,UNOCCUPIED,OH,2019,Site2021_172,172,172,UNOCCUPIED,OH,2019,Site2021_172,40,75,169987,1.154700538,26.52000046,-6.840000153,295.7780151,0.393119991,337.2909851,501.0350037,163.7440033,0.959599018,1958,11.19929981,0.000181735,7.0927701,0.0173733
322,322,UNOCCUPIED,OH,2019,Site2021_322,322,322,UNOCCUPIED,OH,2019,Site2021_322,40,75,131200,1.154700538,25.82999992,-7.800000191,331.2529907,0.40949899,246.8990021,463.256012,217.2389984,0.901521981,2045,12.64669991,0.000127256,12.53439999,0.00840888
582,582,UNOCCUPIED,OS,2018,Site2021_582,582,582,UNOCCUPIED,OS,2018,Site2021_582,40,75,279674,1.154700538,26.31999969,-6.900000095,272.1390076,0.381327987,246.9609985,486.2160034,239.2539978,0.94897598,1885,8.485239983,0.000031352,-18.63089943,0.0607055
785,785,UNOCCUPIED,PU,2015,Site2021_785,785,785,UNOCCUPIED,PU,2015,Site2021_785,40,75,254115,1.154700538,27.27000046,-6.510000229,271.9119873,0.421050012,276.2210083,516.1119995,239.8910065,0.95282203,1840,8.28042984,6.38962E-05,-0.416869998,0.0157824
411,411,OCCUPIED,FS,2018,Site2021_411,411,411,OCCUPIED,FS,2018,Site2021_411,50,100,131339,1.25,25.92000008,-7.769999981,333.5499878,0.408859015,250.0700073,488.0369873,237.9669952,0.949746013,2016,11.24279976,0.000332415,22.25810051,0.00906543
424,424,UNOCCUPIED,OH,2021,Site2021_424,424,424,UNOCCUPIED,OH,2021,Site2021_424,50,125,203972,1.118033989,26.76000023,-7.21999979,319.3850098,0.409978002,273.2829895,458.9989929,185.7160034,0.855702996,2029,21.57900047,0.000681996,50.89070129,0.00646448
435,435,UNOCCUPIED,OS,2015,Site2021_435,435,435,UNOCCUPIED,OS,2015,Site2021_435,50,125,205714,1.118033989,26,-7.539999962,326.7940063,0.406648993,257.5599976,419.4809875,161.9210052,0.81200403,1953,21.68309975,0.00114918,2.953130007,0.00684326
442,442,UNOCCUPIED,PU,2015,Site2021_442,442,442,UNOCCUPIED,PU,2015,Site2021_442,50,100,230870,1.25,27.63999939,-7.070000172,283.2099915,0.418545008,266.2770081,476.2680054,209.9909973,0.863049984,1845,26.35040092,0.00135273,47.10100174,0.00749981
511,511,UNOCCUPIED,OH,2018,Site2021_511,511,511,UNOCCUPIED,OH,2018,Site2021_511,50,100,185357,1.25,27.12000084,-6.860000134,320.9020081,0.419739991,264.1520081,457.9590149,193.8070068,0.886740029,1985,11.49950027,3.80278E-05,1.087280035,0.00787859
514,514,UNOCCUPIED,OH,2021,Site2021_514,514,514,UNOCCUPIED,OH,2021,Site2021_514,50,125,185950,1.118033989,26.78000069,-6.989999771,331.946991,0.426162988,260.70401,467.1610107,231.3630066,0.920010984,2035,5.427639961,6.26445E-05,-1.77136004,0.00909068
523,523,OCCUPIED,FS,2021,Site2021_523,523,523,OCCUPIED,FS,2021,Site2021_523,50,150,186619,1.020620726,27.04999924,-6.840000153,316.8630066,0.415499002,286.4150085,464.4079895,177.9920044,0.853832006,2003,11.27639961,0.000127792,28.52429962,0.0120199
574,574,UNOCCUPIED,PU,2019,Site2021_574,574,574,UNOCCUPIED,PU,2019,Site2021_574,50,100,230720,1.25,26.80999947,-7.369999886,264.0929871,0.383188009,261.0679932,484.8299866,223.7619934,0.900536001,1851,6.466629982,0.000114024,-9.657469749,0.0184844
769,769,UNOCCUPIED,PU,2019,Site2021_769,769,769,UNOCCUPIED,PU,2019,Site2021_769,50,100,247336,1.25,27.02000046,-6.559999943,277.1650085,0.417613,358.4049988,494.1879883,135.7830048,0.913990021,1820,7.125020027,0.00041908,-2.902709961,0.0142168
100,100,UNOCCUPIED,OH,2018,Site2021_100,100,100,UNOCCUPIED,OH,2018,Site2021_100,60,150,180211,1.224744871,27.95000076,-6.829999924,256.5440063,0.396654993,268.4330139,531.6079712,263.1749878,0.957597017,1915,4.495150089,2.33054E-05,39.03129959,0.00320699
122,122,UNOCCUPIED,OH,2017,Site2021_122,122,122,UNOCCUPIED,OH,2017,Site2021_122,60,150,184631,1.224744871,26.87999916,-7.010000229,304.0960083,0.408401996,240.6840057,489.6029968,248.9190063,0.954415023,2030,4.822539806,1.78218E-05,8.827389717,0.00878766
137,137,UNOCCUPIED,OH,2017,Site2021_137,137,137,UNOCCUPIED,OH,2017,Site2021_137,60,175,76433,1.133893419,25.86000061,-6.170000076,485.6279907,0.503881991,304.5390015,492.8670044,140.5590057,0.904150009,2079,17.00309944,0.000360191,13.91460037,0.013838
388,388,OCCUPIED,FS,2021,Site2021_388,388,388,OCCUPIED,FS,2021,Site2021_388,60,125,133254,1.341640787,27.05999947,-7.590000153,316.7950134,0.416117996,252.8209991,432.9599915,180.1390076,0.798183978,1933,20.46269989,0.000457883,22.27000046,0.00858564
343,343,UNOCCUPIED,OH,2020,Site2021_343,343,343,UNOCCUPIED,OH,2020,Site2021_343,70,225,122291,1.166666667,24.93000031,-6.78000021,394.7399902,0.433459014,323.6419983,499.1159973,173.3679962,0.956969023,2210,5.730259895,9.30429E-05,12.95680046,0.000707053
567,567,UNOCCUPIED,OS,2019,Site2021_567,567,567,UNOCCUPIED,OS,2019,Site2021_567,70,175,204010,1.322875656,25.86000061,-6.900000095,275.8599854,0.384516001,273.4440002,525.6430054,250.227005,0.993860006,1951,11.17510033,0.000453293,29.81080055,0.0106563
34,34,UNOCCUPIED,OH,2016,Site2021_34,34,34,UNOCCUPIED,OH,2016,Site2021_34,80,200,181983,1.414213562,25.76000023,-6.260000229,424.2590027,0.475879014,304.5239868,508.9710083,203.7570038,0.950115979,2113,9.697270393,0.000212908,-1.652830005,0.00300497
237,237,UNOCCUPIED,OH,2019,Site2021_237,237,237,UNOCCUPIED,OH,2019,Site2021_237,80,200,116925,1.414213562,25.23999977,-6.239999771,374.2850037,0.426438987,282.6390076,493.3320007,210.6929932,0.952045023,2150,13.53530025,0.000371695,20.21750069,0.00257569
528,528,OCCUPIED,FS,2021,Site2021_528,528,528,OCCUPIED,FS,2021,Site2021_528,80,250,187325,1.264911064,26.84000015,-6.869999886,306.230011,0.405584008,234.904007,482.2099915,247.3059998,0.94037199,1997,4.727940083,0.00011158,-10.53439999,0.00977248
719,719,UNOCCUPIED,PU,2021,Site2021_719,719,719,UNOCCUPIED,PU,2021,Site2021_719,80,250,268460,1.264911064,26.59000015,-7,266.3819885,0.392051995,245.1450043,482.4519959,237.3070068,0.913950026,1914,6.063769817,3.15905E-05,32.19649887,0.0105048
789,789,UNOCCUPIED,OH,2019,Site2021_789,789,789,UNOCCUPIED,OH,2019,Site2021_789,80,225,255494,1.333333333,27.04000092,-6.599999905,272.822998,0.422356009,308.7229919,547.565979,272.6499939,1.008620024,1810,12.95880032,0.00022614,-2.764039993,0.0146713
108,108,UNOCCUPIED,OH,2021,Site2021_108,108,108,UNOCCUPIED,OH,2021,Site2021_108,90,250,182179,1.423024947,26.22999954,-6.889999866,294.7860107,0.396468997,260.6659851,498.1390076,237.4730072,0.962746978,1899,8.076999664,0.000147402,-30.97610092,0.00492412
154,154,UNOCCUPIED,OH,2021,Site2021_154,154,154,UNOCCUPIED,OH,2021,Site2021_154,90,325,168109,1.248075442,26.11000061,-6.980000019,311.5799866,0.388112009,340.8309937,482.3739929,211.9160004,0.919432998,1929,13.20250034,0.000177681,-25.81450081,0.0132825
198,198,UNOCCUPIED,OH,2015,Site2021_198,198,198,UNOCCUPIED,OH,2015,Site2021_198,90,325,173430,1.248075442,27.01000023,-6.900000095,280,0.392776012,319.7139893,527.5369873,207.8240051,0.976931989,1789,23.06110001,0.00582027,-64.38749695,0.0046716
253,253,UNOCCUPIED,OH,2019,Site2021_253,253,253,UNOCCUPIED,OH,2019,Site2021_253,90,275,119031,1.356801051,26.5,-7.900000095,363.0109863,0.418098003,329.4790039,423.6749878,94.19519806,0.818542004,2126,22.47680092,0.000919342,32.46089935,0.00249994
351,351,UNOCCUPIED,PU,2021,Site2021_351,351,351,UNOCCUPIED,PU,2021,Site2021_351,90,275,118881,1.356801051,27.04999924,-7.369999886,333.6380005,0.408174008,311.1279907,503.946991,194.3419952,0.969008029,1903,8.165809631,1.88351E-05,-17.22960091,0.00222217
352,352,UNOCCUPIED,OH,2021,Site2021_352,352,352,UNOCCUPIED,OH,2021,Site2021_352,90,275,119133,1.356801051,25.96999931,-7.820000172,333.6380005,0.408174008,312.0820007,516.322998,204.6909943,0.992803991,1933,10.55539989,0.000036478,-13.07979965,0.00202015
478,478,UNOCCUPIED,OH,2018,Site2021_478,478,478,UNOCCUPIED,OH,2018,Site2021_478,90,300,176592,1.299038106,25.31999969,-7.46999979,315.0109863,0.389064014,321.8729858,465.1459961,143.272995,0.916185975,2066,14.92099953,1.97291E-05,27.35720062,0.00606045
123,123,UNOCCUPIED,OH,2021,Site2021_123,123,123,UNOCCUPIED,OH,2021,Site2021_123,100,300,184779,1.443375673,26.87999916,-7.010000229,316.6990051,0.415484995,239.9199982,484.8999939,244.9790039,0.945245981,2041,3.321429968,3.48687E-05,6.396729946,0.0080806
213,213,UNOCCUPIED,OH,2015,Site2021_213,213,213,UNOCCUPIED,OH,2015,Site2021_213,100,400,174731,1.25,27.20000076,-7.119999886,288.5889893,0.389811009,322.2330017,493.7950134,171.5619965,0.909964025,1849,10.21940041,0.0001266,-2.831909895,0.00810586
231,231,UNOCCUPIED,OH,2021,Site2021_231,231,231,UNOCCUPIED,OH,2021,Site2021_231,100,325,115786,1.386750491,25.86000061,-6.920000076,374.2850037,0.426438987,357.927002,512.6640015,154.7369995,0.963618994,2150,10.43599987,0.000149012,45.63349915,0.00386354
248,248,OCCUPIED,FS,2021,Site2021_248,248,248,OCCUPIED,FS,2021,Site2021_248,100,325,117357,1.386750491,25.23999977,-6.239999771,389.072998,0.430539995,278.2579956,494.0299988,215.7720032,0.959891021,2161,7.725409985,0.000215769,12.9843998,0.00229792
273,273,UNOCCUPIED,PU,2021,Site2021_273,273,273,UNOCCUPIED,PU,2021,Site2021_273,100,350,50096,1.33630621,27.67000008,-6.96999979,415.9370117,0.502158999,310.9450073,507.5950012,178.996994,0.951107025,1857,8.646670341,0.000120699,10.76490021,0.0232065
387,387,OCCUPIED,FS,2021,Site2021_387,387,387,OCCUPIED,FS,2021,Site2021_387,100,300,131007,1.443375673,26.27000046,-7.840000153,327.196991,0.415183991,259.8139954,474.1910095,212.1499939,0.884625971,1973,16.25390053,0.000166237,16.03310013,0.00813111
398,398,UNOCCUPIED,PU,2015,Site2021_398,398,398,UNOCCUPIED,PU,2015,Site2021_398,100,375,184201,1.290994449,23.84000015,-6.610000134,339.5440063,0.402695,291.6809998,468.1119995,176.4320068,0.942623019,2063,18.64819908,0.000044167,-37.97140121,0.0166915
479,479,UNOCCUPIED,OS,2018,Site2021_479,479,479,UNOCCUPIED,OS,2018,Site2021_479,100,325,176713,1.386750491,25.31999969,-7.46999979,297.256012,0.402372003,322.2919922,475.9440002,152.3090057,0.937452972,2027,15.43999958,4.36306E-05,15.88339996,0.00580793
484,484,UNOCCUPIED,OS,2018,Site2021_484,484,484,UNOCCUPIED,OS,2018,Site2021_484,100,350,181404,1.33630621,26.79000092,-6.46999979,297.7619934,0.397868007,338.7359924,489.0929871,150.3569946,0.937265992,1886,3.181809902,1.93119E-05,-16.82460022,0.00265145
648,648,UNOCCUPIED,PU,2021,Site2021_648,648,648,UNOCCUPIED,PU,2021,Site2021_648,100,375,232821,1.290994449,26.84000015,-6.590000153,292.4620056,0.414068997,271.4580078,494.1319885,222.673996,0.910077989,1859,4.431819916,0.00004071,5.101930141,0.00792909
722,722,UNOCCUPIED,OH,2021,Site2021_722,722,722,UNOCCUPIED,OH,2021,Site2021_722,100,275,241569,1.507556723,26.04000092,-7.010000229,268.5369873,0.388617992,272.8330078,407.1619873,134.3289948,0.795135975,1959,18.13089943,0.000276983,7.448120117,0.0677256
743,743,UNOCCUPIED,OS,2015,Site2021_743,743,743,UNOCCUPIED,OS,2015,Site2021_743,100,425,313443,1.212678125,26.40999985,-7.059999943,258.2149963,0.39182201,224.6869965,414.2850037,192.7619934,0.825064003,1859,21.18250084,0.000103533,-53.93299866,0.0354537
768,768,OCCUPIED,FS,2021,Site2021_768,768,768,OCCUPIED,FS,2021,Site2021_768,100,325,245351,1.386750491,26.88999939,-6.579999924,278.9779968,0.415906012,289.848999,508.901001,219.052002,0.941200972,1841,5.749849796,5.01275E-05,-2.121220112,0.0138128
775,775,UNOCCUPIED,OH,2015,Site2021_775,775,775,UNOCCUPIED,OH,2015,Site2021_775,100,300,253042,1.443375673,26.37999916,-6.889999866,271.9119873,0.421050012,302.0190125,487.5750122,194.9519959,0.925988972,1921,22.61170006,0.00026679,40.07979965,0.0171208
88,88,UNOCCUPIED,PU,2017,Site2021_88,88,88,UNOCCUPIED,PU,2017,Site2021_88,110,450,172735,1.296362432,27.89999962,-7.079999924,292.5020142,0.410425991,255.7709961,503.7590027,247.9880066,0.911531985,1934,13.59770012,0.000278234,25.92569923,0.0329285
114,114,UNOCCUPIED,OH,2018,Site2021_114,114,114,UNOCCUPIED,OH,2018,Site2021_114,110,450,181411,1.296362432,28.06999969,-6.889999866,258.5090027,0.395482004,268.1830139,524.4199829,256.2369995,0.956121027,1838,7.393959999,3.25441E-05,33.48749924,0.00361102
205,205,UNOCCUPIED,OH,2015,Site2021_205,205,205,UNOCCUPIED,OH,2015,Site2021_205,110,500,174213,1.229837388,27.01000023,-6.900000095,283.0700073,0.390781999,319.9360046,474.8240051,155.1100006,0.879312992,1802,4.168739796,0.000915945,-45.54169846,0.00752506
215,215,OCCUPIED,FH,2021,Site2021_215,215,215,OCCUPIED,FH,2021,Site2021_215,110,400,179365,1.375,26.51000023,-6.639999866,303.401001,0.387360007,331.6080017,450.7070007,120.1039963,0.870607972,1962,13.06919956,0.000109553,8.348999977,0.00249994
267,267,UNOCCUPIED,OS,2021,Site2021_267,267,267,UNOCCUPIED,OS,2021,Site2021_267,110,325,47009,1.52542554,27.28000069,-7.21999979,416.4230042,0.504190981,310.8710022,507.2449951,196.1560059,0.964151978,1923,9.28042984,1.51396E-05,15.41779995,0.0121714
318,318,UNOCCUPIED,OH,2021,Site2021_318,318,318,UNOCCUPIED,OH,2021,Site2021_318,110,350,130356,1.469936831,26.69000053,-7.590000153,335.1099854,0.411020994,238.9069977,466.1159973,227.2100067,0.915498972,1918,11.92730045,5.77569E-05,-47.44169998,0.00765132
510,510,UNOCCUPIED,OH,2018,Site2021_510,510,510,UNOCCUPIED,OH,2018,Site2021_510,110,475,185338,1.261786536,27.12000084,-6.860000134,320.9020081,0.419739991,263.2120056,452.2019959,188.9889984,0.875591993,1999,9.421580315,1.89543E-05,6.651000023,0.00737355
512,512,OCCUPIED,FH,2021,Site2021_512,512,512,OCCUPIED,FH,2021,Site2021_512,110,475,185495,1.261786536,27.12000084,-6.860000134,320.9020081,0.419739991,269.1549988,488.6130066,219.4579926,0.946093977,1971,5.006279945,4.34518E-05,-13.04039955,0.00850989
560,560,UNOCCUPIED,OH,2018,Site2021_560,560,560,UNOCCUPIED,OH,2018,Site2021_560,110,525,210139,1.200198396,26.77000046,-7.260000229,259.5329895,0.38707599,288.3139954,455.3880005,167.072998,0.838624001,1868,8.735690117,5.00083E-05,19.89900017,0.00691902
606,606,OCCUPIED,FS,2019,Site2021_606,606,606,OCCUPIED,FS,2019,Site2021_606,110,550,236789,1.17260394,26.84000015,-7.489999771,253.8300018,0.383103013,283.1719971,510.1579895,226.9850006,0.951030016,1842,6.423150063,0.000036478,3.316770077,0.0315396
672,672,UNOCCUPIED,OS,2021,Site2021_672,672,672,UNOCCUPIED,OS,2021,Site2021_672,110,325,261378,1.52542554,26.81999969,-6.659999847,269.0849915,0.392015994,267.8739929,488.4049988,220.5310059,0.922030985,1904,21.95919991,0.000124693,2.59961009,0.019646
767,767,UNOCCUPIED,OH,2019,Site2021_767,767,767,UNOCCUPIED,OH,2019,Site2021_767,110,400,245059,1.375,26.88999939,-6.579999924,278.9779968,0.415906012,290.446991,511.7049866,221.2570038,0.94638598,1840,8.646670341,7.02739E-05,-2.874150038,0.0135855
21,21,UNOCCUPIED,OS,2017,Site2021_21,21,21,UNOCCUPIED,OS,2017,Site2021_21,120,425,171348,1.45521375,26.65999985,-5.900000095,314.5169983,0.432294995,320.9549866,548.7509766,227.7969971,0.974767983,2093,13.89309978,2.40803E-05,76.2634964,0.0191914
531,531,UNOCCUPIED,OH,2021,Site2021_531,531,531,UNOCCUPIED,OH,2021,Site2021_531,120,550,187733,1.279204298,27.04999924,-6.840000153,325.4249878,0.422199011,271.3909912,475.5509949,204.4210052,0.915710986,2017,6.182929993,7.31945E-05,7.614379883,0.0114644
551,551,UNOCCUPIED,OH,2018,Site2021_551,551,551,UNOCCUPIED,OH,2018,Site2021_551,120,475,209725,1.376494403,26.77000046,-7.260000229,258.9869995,0.387385011,283.3819885,452.9849854,164.6699982,0.834199011,1865,13.82849979,0.00012219,21.25810051,0.00555542
668,668,UNOCCUPIED,OH,2018,Site2021_668,668,668,UNOCCUPIED,OH,2018,Site2021_668,120,600,245484,1.224744871,26.26000023,-6.860000134,279.4760132,0.412674993,291.3190002,499.2390137,207.3569946,0.95302701,1891,9.6291399,7.88569E-05,1.921020031,0.013838
765,765,UNOCCUPIED,PU,2019,Site2021_765,765,765,UNOCCUPIED,PU,2019,Site2021_765,120,475,244198,1.376494403,26.88999939,-6.579999924,278.9779968,0.415906012,289.4530029,510.4129944,220.9589996,0.947938979,1839,5.75962019,0.000043571,-3.704349995,0.0128027
580,580,UNOCCUPIED,OH,2018,Site2021_580,580,580,UNOCCUPIED,OH,2018,Site2021_580,130,600,280764,1.326806944,25.63999939,-7.150000095,269.9530029,0.381413996,262.7980042,496.7739868,233.9759979,0.969582975,1932,16.72360039,8.06451E-05,0.317748994,0.059645
766,766,OCCUPIED,FS,2019,Site2021_766,766,766,OCCUPIED,FS,2019,Site2021_766,130,425,244638,1.576481563,26.88999939,-6.579999924,278.9779968,0.415906012,291.7820129,515.7650146,223.9830017,0.950169981,1840,8.792409897,3.58224E-05,-2.443480015,0.013333
792,792,UNOCCUPIED,OH,2015,Site2021_792,792,792,UNOCCUPIED,OH,2015,Site2021_792,130,550,247628,1.385804656,26.26000023,-6.860000134,277.5920105,0.412571996,287.1919861,475.7049866,187.6629944,0.908102989,1916,7.117179871,0.00007236,11.47109985,0.0128785
15,15,UNOCCUPIED,OS,2015,Site2021_15,15,15,UNOCCUPIED,OS,2015,Site2021_15,140,550,168648,1.492405014,22.73999977,-8.350000381,576.9299927,0.513888001,313.1109924,330.9030151,17.79179955,0.712176979,2514,30.43989944,0.00105655,5.210209847,0.0137875
257,257,UNOCCUPIED,OH,2021,Site2021_257,257,257,UNOCCUPIED,OH,2021,Site2021_257,140,500,125794,1.565247584,25.60000038,-8.039999962,358.875,0.41395399,251.552002,488.881012,234.6089935,0.946165025,2096,8.842510223,0.000137866,27.22120094,0.00477261
440,440,UNOCCUPIED,OS,2015,Site2021_440,440,440,UNOCCUPIED,OS,2015,Site2021_440,140,675,227355,1.347150628,27.76000023,-6.989999771,289.8739929,0.414160997,271.9289856,499.105011,227.1269989,0.90734601,1863,21.59639931,0.00106347,37.17990112,0.00982298
519,519,OCCUPIED,FH,2021,Site2021_519,519,519,OCCUPIED,FH,2021,Site2021_519,140,725,186472,1.299867367,26.89999962,-6.869999886,290.6180115,0.404808015,249.6660004,471.9750061,222.3099976,0.904573023,1967,11.56029987,1.89543E-05,0.171753004,0.00876241
807,807,UNOCCUPIED,OH,2015,Site2021_807,807,807,UNOCCUPIED,OH,2015,Site2021_807,140,625,282813,1.4,27.63999939,-6.360000134,263.5299988,0.452244014,313.5429993,550.6929932,237.1499939,0.969196022,1710,14.54950047,8.83937E-05,12.06620026,0.0132825
809,809,UNOCCUPIED,OS,2015,Site2021_809,809,809,UNOCCUPIED,OS,2015,Site2021_809,140,750,267172,1.278019301,27.14999962,-6.510000229,264.2390137,0.435157001,302.6589966,498.8710022,196.2120056,0.909946978,1784,20.12190056,0.00042367,-16.75289917,0.013939
44,44,UNOCCUPIED,OS,2017,Site2021_44,44,44,UNOCCUPIED,OS,2017,Site2021_44,150,875,81747,1.267731382,26.69000053,-6.510000229,373.3299866,0.440544993,336.321991,521.1500244,184.8280029,0.941594005,2017,18.66139984,0.000242233,26.98620033,0.00749981
56,56,UNOCCUPIED,OH,2017,Site2021_56,56,56,UNOCCUPIED,OH,2017,Site2021_56,150,600,86524,1.530931089,27.13999939,-6.340000153,346.9960022,0.413240999,324.5390015,401.3169861,76.77809906,0.733911991,2044,27.56520081,0.000275195,43.3030014,0.00505038
187,187,UNOCCUPIED,OH,2017,Site2021_187,187,187,UNOCCUPIED,OH,2017,Site2021_187,150,575,172203,1.563858105,27.38999939,-7.059999943,277.1870117,0.394564003,315.769989,530.9580078,215.1880035,0.962687016,1779,2.862410069,0.000337183,-36.93119812,0.00429282
347,347,UNOCCUPIED,PU,2018,Site2021_347,347,347,UNOCCUPIED,PU,2018,Site2021_347,150,450,125118,1.767766953,27.89999962,-7.170000076,302.5920105,0.422360003,264.5130005,529.3060303,251.0110016,0.951968014,1771,11.59759998,0.000232458,-5.539060116,0.00590894
666,666,UNOCCUPIED,OH,2019,Site2021_666,666,666,UNOCCUPIED,OH,2019,Site2021_666,150,550,239528,1.599005373,26.54000092,-6.75,284.0700073,0.412707001,285.4450073,487.2070007,201.7619934,0.904699981,1860,10.75959969,2.91467E-05,-0.178101003,0.0112876
667,667,UNOCCUPIED,PU,2021,Site2021_667,667,667,UNOCCUPIED,PU,2021,Site2021_667,150,500,244472,1.677050983,26.79000092,-6.590000153,279.4760132,0.412674993,288.3080139,505.0409851,216.7339935,0.937963009,1858,6.6291399,8.32677E-05,-2.902709961,0.0134845
456,456,OCCUPIED,FS,2021,Site2021_456,456,456,OCCUPIED,FS,2021,Site2021_456,160,700,139200,1.511857892,27.52000046,-7.079999924,306.7099915,0.417914003,294.3710022,507.8150024,210.871994,0.925691009,1885,14.78079987,0.000493705,24.28470039,0.00568167
527,527,OCCUPIED,FH,2021,Site2021_527,527,527,OCCUPIED,FH,2021,Site2021_527,160,650,186504,1.568929081,26.89999962,-6.869999886,311.3640137,0.411720008,250.0130005,474.0979919,224.0850067,0.908641994,1982,5.006279945,0.000116885,4.287479877,0.00873715
576,576,UNOCCUPIED,OS,2019,Site2021_576,576,576,UNOCCUPIED,OS,2019,Site2021_576,160,775,205207,1.436842416,25.86000061,-6.900000095,275.8599854,0.384516001,256.7690125,493.2550049,232.5850067,0.941417992,1989,11.58360004,0.000223398,42.05319977,0.0104543
637,637,UNOCCUPIED,OS,2018,Site2021_637,637,637,UNOCCUPIED,OS,2018,Site2021_637,160,900,288725,1.333333333,26.57999992,-7.460000038,246.8679962,0.394302011,279.1619873,508.3800049,229.2180023,0.95737797,1816,10.45689964,0.000027895,6.239620209,0.0117926
17,17,UNOCCUPIED,OH,2017,Site2021_17,17,17,UNOCCUPIED,OH,2017,Site2021_17,170,1125,170769,1.267105187,27.97999954,-6.369999886,313.178009,0.428710014,285.7749939,521.0943848,234.9967957,0.906393182,1862.8,20.27458038,0.001406444,-11.16805601,0.026363
239,239,UNOCCUPIED,PU,2021,Site2021_239,239,239,UNOCCUPIED,PU,2021,Site2021_239,170,550,52683,1.812206089,28.02000046,-6.820000172,411.5969849,0.476188004,326.0700073,472.3120117,146.2420044,0.865190983,1883,14.62469959,0.000760794,22.04220009,0.066867
629,629,UNOCCUPIED,PU,2019,Site2021_629,629,629,UNOCCUPIED,PU,2019,Site2021_629,170,625,227542,1.7,26.40999985,-7.289999962,262.8439941,0.386471003,258.5849915,513.552002,254.9680023,0.962085009,1901,9.421580315,3.78489E-05,10.58310032,0.0208581
659,659,UNOCCUPIED,OH,2020,Site2021_659,659,659,UNOCCUPIED,OH,2020,Site2021_659,170,1000,233890,1.343968006,27.04000092,-6.599999905,289.8754028,0.414415199,268.8340149,481.8450012,213.0110016,0.887448013,1840,6.396920204,1.95384E-05,-10.08909988,0.00724729
713,713,UNOCCUPIED,OH,2021,Site2021_713,713,713,UNOCCUPIED,OH,2021,Site2021_713,170,875,267826,1.436762233,26.12999916,-7.130000114,277.0769959,0.386739999,240.8419952,483.8080139,242.9660034,0.935676992,1957,11.31470013,0.000104666,16.72270012,0.0110098
378,378,UNOCCUPIED,OH,2016,Site2021_378,378,378,UNOCCUPIED,OH,2016,Site2021_378,180,875,160454,1.521277659,26.55999947,-7.28000021,300.1229858,0.402332991,322.9440002,455.243988,132.3000031,0.881061018,1930,14.03619957,7.48038E-05,25.52610016,0.00810586
799,799,UNOCCUPIED,OH,2015,Site2021_799,799,799,UNOCCUPIED,OH,2015,Site2021_799,180,825,258392,1.566698904,26.86000061,-6.75,271.82901,0.423803985,292.5050049,464.0419922,174.2230072,0.860624015,1827,12.40779972,0.000176191,-0.116576999,0.017348
130,130,UNOCCUPIED,OH,2017,Site2021_130,130,130,UNOCCUPIED,OH,2017,Site2021_130,190,550,69646,2.025406805,25.25,-6.510000229,507.1830139,0.523450971,349.4159851,485.3900146,184.8760071,0.905237973,2181,11.31949997,0.00056839,31.06349945,0.000858564
136,136,UNOCCUPIED,OH,2015,Site2021_136,136,136,UNOCCUPIED,OH,2015,Site2021_136,190,1150,172038,1.400698583,27.38999939,-7.059999943,275.8039856,0.397412002,315.769989,511.5329895,195.7630005,0.927466989,1780,13.33675995,0.000260341,-31.23396072,0.00429282
192,192,UNOCCUPIED,OH,2021,Site2021_192,192,192,UNOCCUPIED,OH,2021,Site2021_192,190,975,172968,1.521217461,26.64999962,-6.550000191,292.1000061,0.389687002,267.9949951,477.9289856,209.9340057,0.905004025,1941,10.43080044,0.000135422,20.65749931,0.0169945
